Region,City,district,latitude,longitude
Eastern province,Al Khafji,Al Yasmin Dist.,28.4480298,48.4866199
Eastern province,Al Khafji,Al Aziziyah Dist.,28.464748,48.488885
Eastern province,Al Khafji,Goverment Departments Dist.,28.4489989,48.4987656
Eastern province,Al Khafji,Al Muhammadiyah Dist.,28.4244876,48.4997215
Eastern province,Al Khafji,1st Industrial Area,28.4129497,48.5053861
Eastern province,Al Khafji,2nd Industrial Area,28.3971477,48.5023317
Eastern province,Al Khafji,Al Hamra Dist.,28.4181634,48.4839339
Eastern province,Al Khafji,Al Luluah Dist.,28.418336,48.4915687
Eastern province,Al Khafji,Ar Rayyan Dist.,28.438546,48.4888722
Eastern province,Al Khafji,Al Yarmuk Dist.,28.4126091,48.4590485
Eastern province,Al Khafji,Al Khalidiyah Dist.,28.4184707,48.4676564
Eastern province,Al Khafji,Al Amal Dist.,28.4256618,48.4887224
Eastern province,Al Khafji,Prince Naif Dist.,28.4011287,48.4665994
Eastern province,Al Khafji,Az Zuhur Dist.,28.4297366,48.4727292
Eastern province,Al Khafji,Prince Fahd Ibn Salman Dist.,28.4259546,48.4770975
Al Qassim Area,Riyadh Al Khabra,Al Khazzan Dist.,26.0614509,43.5639491
Al Qassim Area,Riyadh Al Khabra,An Nuzhah Dist.,26.0723886,43.5528946
Al Qassim Area,Riyadh Al Khabra,Al Qadisiyah Dist.,26.0613989,43.5519826
Al Qassim Area,Riyadh Al Khabra,Zubaiydah Dist.,26.0425047,43.5642246
Al Qassim Area,Riyadh Al Khabra,An Nafl Dist.,26.0533267,43.5414667
Al Qassim Area,Riyadh Al Khabra,An Nahdah Dist.,26.0516511,43.5547755
Al Qassim Area,Riyadh Al Khabra,At Taawun Dist.,26.0484258,43.5603297
Al Qassim Area,Riyadh Al Khabra,Al Afrah Dist.,26.0551768,43.5702836
Al Qassim Area,Riyadh Al Khabra,Al Quds Dist.,26.0630655,43.5697455
Al Qassim Area,Riyadh Al Khabra,Al Hazm Dist.,26.0407107,43.5594342
Al Qassim Area,Al Badayea,Umm Thalaah Dist.,26.0222443,43.7601946
Al Qassim Area,Al Badayea,Al Ubaylah Dist.,26.0080444,43.7393935
Al Qassim Area,Al Badayea,Al Uthmaniyah Dist.,26.0071308,43.7352048
Al Qassim Area,Al Badayea,Al Wusta Dist.,26.0020915,43.7250271
Al Qassim Area,Al Badayea,Ash Shayrami Dist.,25.9999451,43.7370006
Al Qassim Area,Al Badayea,Al Mustashfa Dist.,25.9955523,43.7298168
Al Qassim Area,Al Badayea,Al Basatin Dist.,25.9903076,43.7405921
Al Qassim Area,Al Badayea,Al Andalus Dist.,25.9811805,43.7334089
Al Qassim Area,Al Badayea,Al Nakhil Dist.,25.9766974,43.7389894
Al Qassim Area,Al Badayea,Ar Rimmah Dist.,25.9874451,43.7269393
Al Qassim Area,Al Badayea,As Sinaiyah Dist.,26.0615944,43.6110948
Al Qassim Area,Al Badayea,Al Asfar Dist.,25.9731223,43.7202368
Al Qassim Area,Al Badayea,Ramat Dist.,25.9604415,43.7000961
Al Qassim Area,Al Badayea,Al Olaya Dist.,25.9652862,43.6970937
Al Qassim Area,Al Badayea,At Taalim Dist.,25.9811805,43.7334089
Al Qassim Area,Al Badayea,As Salam Dist.,25.9906131,43.7507666
Al Qassim Area,Al Badayea,Al Abdaliyah Dist.,25.9131548,43.6687122
Al Qassim Area,Al Badayea,Ad Dahlah Dist.,25.9285058,43.6783022
Al Qassim Area,Al Khabra,As Sahabin Ash Shamali Dist.,26.062711,43.5997626
Al Qassim Area,Al Khabra,Al Khabra Al Qadima Dist.,26.0564856,43.6580996
Al Qassim Area,Al Khabra,Al Yasmin Dist.,26.0695741,43.6154838
Al Qassim Area,Al Khabra,Al Naseem Dist.,26.3273333,44.0050231
Al Qassim Area,Al Khabra,Al Wurud Dist.,26.4074352,43.9638482
Al Qassim Area,Al Khabra,Al Andalus Dist.,26.0804193,43.5975836
Al Qassim Area,Al Khabra,As Sahabin Al Janubi Dist.,26.0462277,43.5974928
Al Qassim Area,Al Khabra,Ar Rabwah Dist.,26.0874638,43.6165538
Al Qassim Area,Al Khabra,Al Quds Dist.,26.0668057,43.627487
Al Qassim Area,Al Khabra,Al Mallah Dist.,26.0646939,43.6483004
Al Qassim Area,Al Khabra,Ar Rafiah Dist.,26.3341639,43.9890916
Al Qassim Area,Al Khabra,Ar Rayan Dist.,26.0681762,43.627913
Al Qassim Area,Al Khabra,Ar Rawdah Dist.,26.0568529,43.6294637
Al Qassim Area,Al Khabra,Ar Rabie Dist.,26.0798841,43.6162167
Al Qassim Area,Al Khabra,As Sinaiyah Dist.,26.0615944,43.6110948
Aseer Area,Al Namas,Al Matl Dist.,19.1340103,42.1232441
Aseer Area,Al Namas,Ad Dabab Dist.,19.117315,42.1252745
Aseer Area,Al Namas,Al Muruj Dist.,19.1087596,42.1266975
Aseer Area,Al Namas,As Sarawat Dist.,19.1065128,42.1236569
Aseer Area,Al Namas,Al Faisaliyah Dist.,19.1391043,42.146303
Aseer Area,Al Namas,As Sad Dist.,19.1033854,42.1452037
Aseer Area,Al Namas,As Sediq Dist.,19.1192296,42.1338427
Aseer Area,Al Namas,Ash Shuruq Dist.,19.1122568,42.153498
Aseer Area,Al Namas,Al Farouq Dist.,19.0963701,42.166231
Aseer Area,Al Namas,As Salam Dist.,19.1206239,42.1324984
Aseer Area,Al Namas,Bilal Dist.,19.1322561,42.1308222
Aseer Area,Al Namas,Al Naseem Dist.,19.1210673,42.1478729
Aseer Area,Al Namas,An Nuzhah Dist.,19.0913353,42.1266209
Aseer Area,Al Namas,Al Andalus Dist.,19.1497555,42.1239424
Aseer Area,Al Namas,Az Zuhur Dist.,19.1443558,42.1310692
Aseer Area,Al Namas,Al Yamamah Dist.,19.1134285,42.1671483
Najran Area,Yadamah,As Salihiyah Dist.,18.5088548,44.2240249
Najran Area,Yadamah,Yadamah Al Thani Dist.,18.5338601,44.2092636
Najran Area,Yadamah,Janub Yadamah Dist.,18.5245697,44.2122221
Najran Area,Yadamah,Al Hizam Ash Sharqi Dist.,18.5383334,44.2145931
Najran Area,Yadamah,Yadamah Al Awal Dist.,18.5274606,44.2092946
Eastern province,Ras Tanura,Al Andalus Dist.,26.7019834,50.0689828
Eastern province,Ras Tanura,As Sinaiyah Dist.,26.698675,50.060951
Eastern province,Ras Tanura,Al Fayha Dist.,26.7118272,50.0572767
Eastern province,Ras Tanura,Ad Danah Dist.,26.7028711,50.0579945
Eastern province,Ras Tanura,Ar Rawdah Dist.,26.7094846,50.0702997
Eastern province,Ras Tanura,Najmah Dist.,26.7164264,50.0747964
Eastern province,Ras Tanura,Az Zuhur Dist.,26.7083801,50.0484692
Eastern province,Ras Tanura,An Naim Dist.,26.7208637,50.0404628
Eastern province,Ras Tanura,Qurtubah Dist.,26.713374,50.0444788
Eastern province,Ras Tanura,Al Montazah Dist.,26.6992324,50.0470289
Al Qassim Area,Al Hilaiah,Al Baida Dist.,26.125206,43.6725962
Al Qassim Area,Al Hilaiah,As Silah Dist.,26.1285443,43.6679438
Al Qassim Area,Al Hilaiah,Al Aziziyah Dist.,26.1399501,43.6542267
Al Qassim Area,Al Bukayriyah,Al Halaliyah Dist.,26.1285443,43.6679438
Al Qassim Area,Al Bukayriyah,Al Khalij Dist.,26.305859,43.9710794
Al Qassim Area,Al Bukayriyah,Al Qadisiyah Dist.,26.1321779,43.6103649
Al Qassim Area,Al Bukayriyah,As Sinaiyah Dist.,26.0615944,43.6110948
Al Qassim Area,Al Bukayriyah,King Abdullah Dist.,26.1616245,43.6567219
Al Qassim Area,Al Bukayriyah,An Nahdah Dist.,26.1349292,43.6717967
Al Qassim Area,Al Bukayriyah,Al Nakhil Dist.,26.1600366,43.6388909
Al Qassim Area,Al Bukayriyah,Al Iskan Dist.,26.3873689,43.9399024
Al Qassim Area,Al Bukayriyah,Al Khalidiyah Dist.,26.1484199,43.655485
Al Qassim Area,Al Bukayriyah,Al Muhammadiyah Dist.,26.1616245,43.6567219
Al Qassim Area,Al Bukayriyah,Ar Rayyan Dist.,26.1686965,43.6474716
Al Qassim Area,Al Bukayriyah,Al Amal Dist.,26.1514158,43.5947051
Al Qassim Area,Al Bukayriyah,Ar Riyadh Dist.,26.207826,43.483738
Al Qassim Area,Al Bukayriyah,Al Dirah Dist.,26.1521507,43.6604378
Al Qassim Area,Al Bukayriyah,Al Majd Dist.,26.0738545,43.6273879
Al Qassim Area,Al Bukayriyah,Ar Rabwah Dist.,26.1616245,43.6567219
Al Qassim Area,Al Bukayriyah,Al Hamra Dist.,26.1176875,43.6535625
Al Qassim Area,Al Bukayriyah,Ar Rawabi Dist.,26.3019458,44.0259026
Al Qassim Area,Al Bukayriyah,Al Taqniyah Dist.,26.1616245,43.6567219
Al Qassim Area,Al Bukayriyah,Al Montazah Dist.,26.1616245,43.6567219
Al Qassim Area,Al Bukayriyah,Az Zahrah Dist.,26.1294543,43.6617685
Eastern province,Yabreen,Government Departments Dist.,28.4489989,48.4987656
Eastern province,Yabreen,Yebrin Dist.,23.2620779,48.9807651
Eastern province,Yabreen,Al Yasmin Dist.,23.2620779,48.9807651
Eastern province,Yabreen,Ar Rabie Dist.,23.2620779,48.9807651
Eastern province,Yabreen,Al Muruj Dist.,23.2620779,48.9807651
Eastern province,Yabreen,Al Akha Dist.,23.2620779,48.9807651
Eastern province,Yabreen,Ash Shuruq Dist.,23.2620779,48.9807651
Eastern province,Al Omran,Al Battaliyah,25.4174725,49.7166469
Eastern province,Al Omran,Al Jubail,26.9597709,49.5687416
Eastern province,Al Omran,Ash Shuruq Dist.,23.5681347,50.6793759
Eastern province,Al Omran,As Salam Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Al Aramiyah,25.4104388,49.7087753
Eastern province,Al Omran,At Tamor Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Al Muntazah Dist.,26.3767115,50.1287102
Eastern province,Al Omran,Al Qarah,25.4174725,49.7166469
Eastern province,Al Omran,Bani Maan,25.3862075,49.6324577
Eastern province,Al Omran,Al Qarah Dist.,25.4174725,49.7166469
Eastern province,Al Omran,At Tarbil,25.4028897,49.6726303
Eastern province,Al Omran,Al Tuwaythir Dist.,25.4232072,49.6862349
Eastern province,Al Omran,Al Umran Western,25.4174725,49.7166469
Eastern province,Al Omran,Al Hotah,25.4172303,49.723053
Eastern province,Al Omran,As Syayrah,25.4065759,49.7224146
Eastern province,Al Omran,Abu Ath Thoor,25.4174725,49.7166469
Eastern province,Al Omran,Ar Rawabi Dist.,25.4202228,49.7151997
Eastern province,Al Omran,An Narjis Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Ar Rumaylah,25.4131833,49.7294382
Eastern province,Al Omran,Gamsy,25.406258,49.7138173
Eastern province,Al Omran,Al Mahar Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Al Umran Eastern,25.4174725,49.7166469
Eastern province,Al Omran,As Sabaiykh,25.4133816,49.7131949
Eastern province,Al Omran,Al Aqiq  Dist.,26.0948547,50.1445592
Eastern province,Al Omran,Al Umran Southern,25.4174725,49.7166469
Eastern province,Al Omran,Al Tuwaythir,25.4232072,49.6862349
Eastern province,Al Omran,Ath Thuraiya Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Az Zahra Dist.,25.4174725,49.7166469
Eastern province,Al Omran,Abu Al Hasa,25.421119,49.7227338
Eastern province,Al Omran,At Tahemah,25.4030642,49.6920946
Eastern province,Al Omran,Al Budur Dist.,26.6441066,49.9271736
Eastern province,Al Omran,Al Dalwah,25.4030902,49.6820671
Eastern province,Al Mubarz,As Sinaiyah Dist.,25.4051051,49.5483671
Eastern province,Al Mubarz,Al Faisal Dist.,25.4413519,49.5763839
Eastern province,Al Mubarz,Al Dabab Dist.,26.4206828,50.0887943
Eastern province,Al Mubarz,Al Fanar Dist.,25.4522973,49.5498917
Eastern province,Al Mubarz,Ahad Dist.,25.4494582,49.529153
Eastern province,Al Mubarz,Mahasin 2nd Dist.,25.4161972,49.5521428
Eastern province,Al Mubarz,Ar Rashidyah 2nd Dist.,25.4395937,49.5851199
Eastern province,Al Mubarz,Academic Quarter Dist.,25.4799656,49.5452554
Eastern province,Al Mubarz,Mahasin Aramco 5th  Dist.,25.3704155,49.5188558
Eastern province,Al Mubarz,Al Mutayrifi Al Garbi Dist.,25.4625131,49.5527417
Eastern province,Al Mubarz,Qurtubah Dist.,25.4506763,49.5598835
Eastern province,Al Mubarz,Ar Rashidyah 1st Dist.,25.4515981,49.5866629
Eastern province,Al Mubarz,Mahairis Dist.,25.4513369,49.5709132
Eastern province,Al Mubarz,Al Fath Dist.,25.4309765,49.5782525
Eastern province,Al Mubarz,Al Yamamah Dist.,25.4426336,49.5524864
Eastern province,Al Mubarz,Al Amanah Dist.,25.3598314,49.5367361
Eastern province,Al Mubarz,Ayn Najm Dist.,25.3827032,49.5502784
Eastern province,Al Mubarz,Mahasin 1st Dist.,25.4162648,49.5365811
Eastern province,Al Mubarz,Al Hizam Adh Dhahabi Dist.,25.4087788,49.5545643
Eastern province,Al Mubarz,Government Departments Complex 1st  Dist.,25.3877519,49.5623131
Eastern province,Al Mubarz,Abu Sahbal 3rd Dist.,25.4602574,49.6240412
Eastern province,Al Mubarz,Mahasin Aramco 4th  Dist.,25.3748705,49.5211979
Eastern province,Al Mubarz,Al Bustan Dist.,25.4595459,49.5510596
Eastern province,Al Mubarz,Ash Shara Southern Dist.,25.4223917,49.6190956
Eastern province,Al Mubarz,Ash Shara Northern Dist.,25.4404942,49.6073053
Eastern province,Al Mubarz,Ayn Marjan Dist.,25.3992451,49.5877585
Eastern province,Al Mubarz,Al Shurofiyah Dist.,25.4241021,49.5781777
Eastern province,Al Mubarz,Ad Daywan Dist.,25.4314274,49.5513264
Eastern province,Al Mubarz,Al Yarmuk Dist.,25.4539551,49.5152428
Eastern province,Al Mubarz,As Salam 1st Dist.,25.4011592,49.5561563
Eastern province,Al Mubarz,Mahasin Aramco 1st Dist.,25.4162648,49.5365811
Eastern province,Al Mubarz,Al Qadisiyah Dist.,25.4105014,49.5702641
Eastern province,Al Mubarz,Al Andalus Dist.,25.4054457,49.6059752
Eastern province,Al Mubarz,Al Hazm Southern Dist.,25.4127036,49.5769467
Eastern province,Al Mubarz,Al Masudi Dist.,25.3998795,49.5905773
Eastern province,Al Mubarz,Umm Sabah Dist.,25.469066,49.567481
Eastern province,Al Mubarz,Al Yasmin Dist.,25.4373371,49.5629833
Eastern province,Al Mubarz,Al Itsalat Dist.,25.4315986,49.5404227
Eastern province,Al Mubarz,An Nuzhah Dist.,25.4543326,49.5946442
Eastern province,Al Mubarz,As Salam 2nd Dist.,25.3999807,49.5698063
Eastern province,Al Mubarz,Al Muqabil Dist.,25.4134406,49.5904
Eastern province,Al Mubarz,Al Shuaba Dist.,25.4120444,49.5913124
Eastern province,Al Mubarz,As Suhaimiyah Dist.,25.4708736,49.5953603
Eastern province,Al Mubarz,Abu Sahbal 1st Dist.,25.4545541,49.612056
Eastern province,Al Mubarz,Historical Center Al Mubarraz  Dist.,25.4051051,49.5483671
Eastern province,Al Mubarz,Mahasin Aramco 2nd Dist.,25.4051064,49.5394841
Eastern province,Al Mubarz,Ar Rashidyah 3rd Dist.,25.431802,49.5919794
Eastern province,Al Mubarz,Mishrifah Dist.,25.4406866,49.5946981
Eastern province,Al Mubarz,Al Basatin Dist.,25.4595459,49.5510596
Eastern province,Al Mubarz,King Abdullah Military City,25.4661594,49.5331875
Eastern province,Al Mubarz,Al Hazm Northern Dist.,25.4192429,49.579013
Eastern province,Al Mubarz,Mahasin Aramco 3rd Dist.,25.3977362,49.542166
Eastern province,Al Mubarz,Al Olaya Dist.,25.4051051,49.5483671
Eastern province,Al Jafar,Quba Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Madinah Al Munawwarah Dist.,25.3750773,49.6750693
Eastern province,Al Jafar,Hajr 8th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Hajr 11th Dist.,26.3728703,50.1047963
Eastern province,Al Jafar,Muthalath Asharqiyah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Munaizlah,25.3796881,49.7270753
Eastern province,Al Jafar,Al Markaz,25.3862037,49.7248844
Eastern province,Al Jafar,Al Iskan Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Mansurah,25.3769019,49.7238388
Eastern province,Al Jafar,Badr Dist.,26.4044007,50.0232268
Eastern province,Al Jafar,Ash Shaharin,25.3769019,49.7238388
Eastern province,Al Jafar,Ar Riyadh 2nd Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Madina Al Hojaj Dist.,25.2784662,49.7350717
Eastern province,Al Jafar,Hajr 2nd Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Az Zuhur Dist.,26.4549865,50.0888107
Eastern province,Al Jafar,Al Fudul,25.3769019,49.7238388
Eastern province,Al Jafar,At Tarf,25.3769019,49.7238388
Eastern province,Al Jafar,Al Aqar,25.3769019,49.7238388
Eastern province,Al Jafar,Al Jafr,25.3769019,49.7238388
Eastern province,Al Jafar,An Nuzhah Dist.,25.4543326,49.5946442
Eastern province,Al Jafar,Hajr 1st Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Al Jabal Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Ar Rekaz Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Jishah,25.3769019,49.7238388
Eastern province,Al Jafar,Hajr 3rd Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Hajr 9th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Al Wadi Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Ahad Dist.,26.413333,50.0407401
Eastern province,Al Jafar,Hajr 4th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Al Khuzama Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Hajr 7th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Ad Dirah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Magassah Dist.,25.3357637,49.7190227
Eastern province,Al Jafar,An Noor Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,At Talal Dist.,28.4489906,45.9349281
Eastern province,Al Jafar,Hajr 6th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Ar Riyadh 1st Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Wahah Medical  Dist.,27.0193356,49.6388331
Eastern province,Al Jafar,Ar Rabie Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Nakheel Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Hajr 5th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,Al Mazawi,25.3769019,49.7238388
Eastern province,Al Jafar,Barzan Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Ar Riyadh 4th Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Khyam Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Adwah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Ja Hospital Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Nadi Al Forosiyah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,As Sabat,25.3769019,49.7238388
Eastern province,Al Jafar,Ar Rawdah Dist.,25.3530992,49.6067353
Eastern province,Al Jafar,Al Basatin Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Hajr 10th Dist.,26.3692521,50.1212976
Eastern province,Al Jafar,As Sahlah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Abu Hareef Dist.,25.3566958,49.6869215
Eastern province,Al Jafar,Madina At Tomor Dist.,25.3767948,49.777894
Eastern province,Al Jafar,Al Jafer Northern Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Ar Riyadh 3rd Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Al Maamrah Dist.,25.3769019,49.7238388
Eastern province,Al Jafar,Government Departments Complex Dist.,25.3877519,49.5623131
Eastern province,Al Jafar,Al Munaizilah Dist.,25.3800534,49.6682303
Eastern province,Al Jafar,Hajr 12th Dist.,26.3728703,50.1047963
Al Qassim Area,Ash Shimasiyah,Al Khabib Dist.,26.3353521,43.9701081
Al Qassim Area,Ash Shimasiyah,Al Mathaf Dist.,26.3350631,44.2470628
Al Qassim Area,Ash Shimasiyah,Al Nakhil Dist.,26.3206091,44.2374197
Al Qassim Area,Ash Shimasiyah,Ash Shifa Dist.,26.3205767,44.2458497
Al Qassim Area,Ash Shimasiyah,Al Shamas Dist.,26.3331663,43.9631551
Al Qassim Area,Ash Shimasiyah,Al Bilad Dist.,26.3332935,44.2588979
Al Qassim Area,Ash Shimasiyah,Al Farouq Dist.,26.3189107,44.2573774
Al Qassim Area,Ash Shimasiyah,Barzah Dist.,26.3106897,44.264187
Al Qassim Area,Ash Shimasiyah,Al Safa Dist.,26.3051645,44.2675919
Al Qassim Area,Ash Shimasiyah,Al Wasit Dist.,26.3141716,44.2658667
Al Qassim Area,Ash Shimasiyah,Al Bada Dist.,26.3191421,44.2612515
Al Qassim Area,Ash Shimasiyah,Al Jal Dist.,26.3201409,44.2667954
Al Qassim Area,Ash Shimasiyah,Al Andalus Dist.,26.3162562,44.2560215
Al Qassim Area,Ash Shimasiyah,Al Midan Dist.,26.3171953,44.2503575
Al Qassim Area,Ash Shimasiyah,As Salam Dist.,26.2894817,44.2591108
Al Qassim Area,Ash Shimasiyah,Al Qadisiyah Dist.,26.3339108,43.9518038
Al Qassim Area,Ash Shimasiyah,As Sinaiyah Dist.,26.3421695,44.246563
Al Qassim Area,Ash Shimasiyah,Al Mutawakil Dist.,26.3093835,44.2690558
Makkah Area,Ranyah,Al Nuzha Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,As Suq Al Qadim Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,Al Judr Al Gharbi Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,Al Mulha 2 Dist,21.2335128,42.8346573
Makkah Area,Ranyah,Al Aziziyah Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,As Salhiyah Dist.,21.26452,42.844119
Makkah Area,Ranyah,Al Judr Al Sharqi Dist.,21.2243828,42.8616325
Makkah Area,Ranyah,Al Wurud Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,Al Judr Dist.,21.2350138,42.8460967
Makkah Area,Ranyah,Al Hazm Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,Milhi Dist.,21.2627383,42.8540403
Makkah Area,Ranyah,Al Aghar Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Kuaykib Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Al Waziran Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Al Daika Dist.,21.2481844,42.8589938
Makkah Area,Ranyah,Al Juzu Al Shamali Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Al Mulha 1 Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Al Natouf Dist.,21.2571453,42.791973
Makkah Area,Ranyah,Al Burouj Dist.,21.2335128,42.8346573
Makkah Area,Ranyah,Al Silm Dist.,21.2488953,42.8353383
Makkah Area,Ranyah,Al Silm Al Qadim Dist.,21.2488953,42.8353383
Al Baha area,Al Aqiq,Al Goth Dist.,20.2795444,41.6510644
Al Baha area,Al Aqiq,Al Matar Subdivision Plan,20.2862001,41.6487926
Aseer Area,Tabab,Ar Raihan Dist.,18.3673198,42.3701232
Al Qassim Area,Uglat Asugour,Al Aziziyah Dist.,25.8263196,42.2103434
Al Qassim Area,Uglat Asugour,Al Andalus Dist.,25.8333399,42.1906014
Al Qassim Area,Uglat Asugour,Al Masif Dist.,25.8199296,42.1961546
Al Qassim Area,Uglat Asugour,Al Yarmuk Dist.,25.8193227,42.202941
Al Qassim Area,Uglat Asugour,Ar Rawdah Dist.,25.8268259,42.1936866
Al Qassim Area,Uglat Asugour,Al Khalij Dist.,25.8313033,42.2047917
Al Qassim Area,Uglat Asugour,Al Fayha Dist.,25.8310445,42.186899
Al Qassim Area,Uglat Asugour,Al Wadi Dist.,25.8269714,42.2152777
Al Qassim Area,Uglat Asugour,Ar Rabwah Dist.,25.824969,42.1887502
Al Qassim Area,Uglat Asugour,Al Muruj Dist.,25.8202652,42.1850477
Al Qassim Area,Uglat Asugour,King Fahd Dist.,25.8250712,42.1986225
Al Qassim Area,Uglat Asugour,Al Izdihar Dist.,25.8232145,42.1936866
Al Qassim Area,Uglat Asugour,Al Quds Dist.,25.8217482,42.1757901
Al Qassim Area,Uglat Asugour,As Saadah Dist.,25.8304373,42.1936866
Al Qassim Area,Uglat Asugour,Ash Shifa Dist.,25.8291314,42.1838134
Al Qassim Area,Uglat Asugour,Al Yasmin Dist.,25.8361965,42.1757901
Al Qassim Area,Uglat Asugour,King Abdullah Dist.,25.8283185,42.1708521
Al Qassim Area,Uglat Asugour,At Taawun Dist.,25.820684,42.2109602
Al Qassim Area,Uglat Asugour,As Salam Dist.,25.8256674,42.2054086
Al Qassim Area,Uglat Asugour,Al Manar Dist.,25.8310445,42.186899
Al Qassim Area,Uglat Asugour,Ar Rayan Dist.,25.8335644,42.1831963
Al Qassim Area,Uglat Asugour,An Nahdah Dist.,25.8307074,42.1980055
Al Qassim Area,An Nabhaniyah,Faidat Aban Alahmar,25.446251,42.8515623
Al Qassim Area,An Nabhaniyah,Al Nuwaisifah,25.8509321,43.0788897
Al Qassim Area,An Nabhaniyah,Mishrifat Amudan,25.5529809,43.1217139
Al Qassim Area,An Nabhaniyah,Kofat,25.8509321,43.0788897
Al Qassim Area,Dariyah,Ar Rabiyah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,As Salam Dist.,24.7086654,42.9197042
Al Qassim Area,Dariyah,Al Nakhil Dist.,24.7042745,42.9245717
Al Qassim Area,Dariyah,Ar Rabwah Dist.,26.3599123,43.9724152
Al Qassim Area,Dariyah,Al Muntazah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,Al Jazirah Dist.,24.7183724,42.9301407
Al Qassim Area,Dariyah,King Abdullah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,Ghirnatah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,C1 Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,Al Muhammadiyah Dist.,24.7180823,42.925882
Al Qassim Area,Dariyah,Al Gharbiyyah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,As Safa Dist.,26.3307696,43.939471
Al Qassim Area,Dariyah,Al Qadisiyah Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,Hiteen Dist.,24.7023752,42.9161467
Al Qassim Area,Dariyah,Al Wadi Dist.,26.1893117,44.0415062
Al Qassim Area,Dariyah,Al Yarmuk Dist.,24.721915,42.9319657
Al Qassim Area,Dariyah,Ar Rayan Dist.,24.7032538,42.9274242
Al Qassim Area,Dariyah,Ar Ramthyah Dist.,24.7404897,42.9538608
Al Riyadh Area,Al Hariq,Al Madinah Al Jadidah Dist.,23.6318192,46.5054271
Al Riyadh Area,Al Hariq,Ar Rukiyah Dist.,23.6235545,46.5115811
Al Riyadh Area,Al Hariq,Al Huzaimiyah Dist.,23.6234438,46.5245754
Al Riyadh Area,Al Hariq,City Center,23.615547,46.528366
Al Riyadh Area,Al Hariq,Al Uthmaniyah Dist.,23.6323811,46.5256104
Al Riyadh Area,Al Hariq,As Sinaiyah Dist.,24.0679868,45.3075707
Al Riyadh Area,Howtat Bani Tamim,Al Wurud Dist.,23.4884357,46.8792753
Al Riyadh Area,Howtat Bani Tamim,Khudar Dist.,23.5403671,46.8356783
Al Riyadh Area,Howtat Bani Tamim,Al Batin Dist.,23.489174,46.8556053
Al Riyadh Area,Howtat Bani Tamim,An Nahdah Dist.,23.5079098,46.8504505
